OrderID,OrderDate,Region,Category,SalesChannel,PaymentMode,Quantity,UnitPrice,DiscountPercent,CustomerAge,CustomerRating,TotalSales,OrderMonth,OrderWeekday,AgeGroup
101975,2024-02-06,East,Electronics,In-Store,Net Banking,10.0,258.635,0.0,52.0,4.9,2586.35,2024-02,Tuesday,46-55
100971,2024-11-01,Central,Clothing,Online,Debit Card,3.0,40.34,10.0,34.0,3.8,108.92,2024-11,Friday,26-35
102013,2025-11-04,Central,Clothing,Online,Debit Card,6.0,9.89,15.0,47.0,1.2,50.44,2025-11,Tuesday,46-55
102733,2024-06-05,West,Books,Online,Cash,4.0,20.94,0.0,30.0,5.0,83.76,2024-06,Wednesday,26-35
100513,2025-08-19,North,Home & Kitchen,In-Store,Upi,10.0,110.58,25.0,35.0,1.3,829.35,2025-08,Tuesday,26-35
102951,2025-01-06,Central,Clothing,Online,Credit Card,3.0,27.38,10.0,40.0,4.1,73.93,2025-01,Monday,36-45
102054,2025-06-06,South,Electronics,In-Store,Credit Card,3.0,47.96,15.0,50.0,1.0,122.3,2025-06,Friday,46-55
101443,2024-11-12,North,Sports,Online,Net Banking,8.0,55.4,25.0,41.0,4.1,332.4,2024-11,Tuesday,36-45
102935,2024-06-16,East,Clothing,In-Store,Credit Card,4.0,37.21,5.0,44.0,4.4,141.4,2024-06,Sunday,36-45
100426,2025-09-23,South,Home & Kitchen,Online,Upi,9.0,109.27,15.0,64.0,2.6,835.92,2025-09,Tuesday,56-70
101876,2024-06-19,North,Electronics,Online,Cash,4.0,258.635,15.0,63.0,1.1,879.36,2024-06,Wednesday,56-70
100456,2024-04-18,East,Electronics,Online,Cash,4.0,258.635,0.0,48.0,3.7,1034.54,2024-04,Thursday,46-55
101857,2025-03-03,East,Beauty,Online,Cash,1.0,28.19,0.0,60.0,3.1,28.19,2025-03,Monday,56-70
100739,2025-10-18,East,Sports,Online,Cash,11.0,59.13,15.0,60.0,3.5,552.87,2025-10,Saturday,56-70
100206,2025-07-12,North,Home & Kitchen,Online,Debit Card,5.0,147.79,10.0,62.0,1.1,665.06,2025-07,Saturday,56-70
101279,2025-09-24,North,Beauty,In-Store,Debit Card,2.0,32.52,0.0,34.0,4.9,65.04,2025-09,Wednesday,26-35
101086,2025-08-08,South,Sports,In-Store,Upi,1.0,32.45,15.0,26.0,4.4,27.58,2025-08,Friday,26-35
100845,2024-01-04,North,Clothing,Online,Upi,8.0,23.27,0.0,44.0,3.4,186.16,2024-01,Thursday,36-45
100985,2025-04-21,South,Books,Online,Net Banking,7.0,47.96,10.0,39.0,4.0,302.15,2025-04,Monday,36-45
101853,2024-04-27,South,Beauty,Online,Cash,10.0,11.61,10.0,58.0,4.9,104.49,2024-04,Saturday,56-70
102839,2025-12-11,West,Clothing,In-Store,Cash,5.0,47.96,0.0,59.0,1.0,239.8,2025-12,Thursday,56-70
101530,2024-03-06,West,Clothing,Online,Credit Card,4.0,57.08,0.0,43.0,3.0,228.32,2024-03,Wednesday,36-45
100375,2024-03-10,West,Home & Kitchen,Online,Cash,10.0,90.88,0.0,25.0,3.1,908.8,2024-03,Sunday,18-25
100840,2024-07-30,North,Beauty,In-Store,Credit Card,3.0,26.92,5.0,26.0,4.6,76.72,2024-07,Tuesday,26-35
102366,2024-09-03,East,Books,Online,Debit Card,10.0,17.91,25.0,42.0,4.4,134.32,2024-09,Tuesday,36-45
100325,2024-06-17,North,Home & Kitchen,Online,Cash,11.0,50.35,25.0,21.0,2.8,415.39,2024-06,Monday,18-25
102019,2024-12-03,West,Sports,Online,Debit Card,4.0,82.31,25.0,43.0,4.9,246.93,2024-12,Tuesday,36-45
100416,2025-12-09,West,Home & Kitchen,Online,Debit Card,7.0,57.87,25.0,39.0,4.6,303.82,2025-12,Tuesday,36-45
102521,2024-02-02,North,Electronics,Online,Net Banking,5.0,206.99,0.0,58.0,4.6,1034.95,2024-02,Friday,56-70
102011,2024-10-14,West,Home & Kitchen,In-Store,Credit Card,4.0,82.39,0.0,21.0,1.1,329.56,2024-10,Monday,18-25
101761,2024-10-26,West,Clothing,In-Store,Debit Card,8.0,37.25,10.0,67.0,3.1,268.2,2024-10,Saturday,56-70
100705,2025-02-16,East,Books,Online,Debit Card,7.0,21.26,0.0,49.0,1.0,148.82,2025-02,Sunday,46-55
102326,2024-09-07,South,Electronics,In-Store,Credit Card,10.0,258.635,20.0,20.0,3.7,2069.08,2024-09,Saturday,18-25
102590,2024-02-21,North,Electronics,Online,Upi,11.0,250.89,5.0,50.0,5.0,2621.8,2024-02,Wednesday,46-55
102471,2024-03-13,North,Beauty,In-Store,Debit Card,10.0,30.93,10.0,30.0,3.2,278.37,2024-03,Wednesday,26-35
101082,2025-12-01,North,Clothing,In-Store,Net Banking,4.0,58.76,10.0,51.0,3.8,211.54,2025-12,Monday,46-55
101298,2025-01-22,West,Books,In-Store,Credit Card,6.0,14.88,0.0,36.0,1.1,89.28,2025-01,Wednesday,36-45
102450,2025-09-05,East,Books,In-Store,Upi,9.0,12.67,10.0,44.0,2.6,102.63,2025-09,Friday,36-45
101305,2025-05-05,South,Home & Kitchen,Online,Credit Card,3.0,76.93,20.0,44.0,2.8,184.63,2025-05,Monday,36-45
102983,2025-08-24,South,Books,In-Store,Upi,3.0,27.04,0.0,38.0,3.9,81.12,2025-08,Sunday,36-45
101953,2024-12-05,North,Clothing,Online,Cash,2.0,26.34,20.0,18.0,2.8,42.14,2024-12,Thursday,18-25
102068,2024-08-29,Central,Home & Kitchen,Online,Cash,1.0,87.56,0.0,20.0,2.9,87.56,2024-08,Thursday,18-25
100419,2025-01-05,Central,Home & Kitchen,In-Store,Cash,8.0,74.07,0.0,47.0,4.2,592.56,2025-01,Sunday,46-55
102527,2025-11-24,West,Beauty,In-Store,Debit Card,2.0,22.34,0.0,36.0,4.8,44.68,2025-11,Monday,36-45
102791,2024-04-23,North,Books,In-Store,Upi,2.0,19.57,5.0,68.0,1.9,37.18,2024-04,Tuesday,56-70
102142,2025-12-04,West,Books,Online,Upi,3.0,24.21,10.0,32.0,4.5,65.37,2025-12,Thursday,26-35
102168,2025-11-15,South,Books,Online,Credit Card,11.0,2.0,0.0,27.0,2.9,22.0,2025-11,Saturday,26-35
100361,2025-10-13,Central,Beauty,Online,Upi,6.0,30.49,5.0,34.0,3.2,173.79,2025-10,Monday,26-35
101002,2025-02-12,Central,Sports,Online,Cash,7.0,36.3,0.0,51.0,4.4,254.1,2025-02,Wednesday,46-55
102515,2025-08-22,East,Home & Kitchen,Online,Upi,4.0,57.07,0.0,55.0,2.9,228.28,2025-08,Friday,46-55
102907,2025-11-24,South,Electronics,In-Store,Credit Card,11.0,196.7,0.0,18.0,1.5,2163.7,2025-11,Monday,18-25
101718,2024-10-28,South,Clothing,In-Store,Credit Card,9.0,42.95,25.0,56.0,3.2,289.91,2024-10,Monday,56-70
100612,2025-07-27,North,Electronics,Online,Upi,1.0,258.635,10.0,69.0,2.9,232.77,2025-07,Sunday,56-70
101256,2024-06-11,Central,Books,Online,Debit Card,3.0,28.32,10.0,38.0,4.4,76.46,2024-06,Tuesday,36-45
102138,2025-01-29,West,Sports,In-Store,Debit Card,9.0,31.98,10.0,57.0,1.2,259.04,2025-01,Wednesday,56-70
101992,2024-07-28,Central,Beauty,Online,Credit Card,11.0,26.26,0.0,40.0,1.6,288.86,2024-07,Sunday,36-45
101418,2025-09-21,North,Books,Online,Upi,11.0,23.34,5.0,53.0,4.7,243.9,2025-09,Sunday,46-55
101765,2025-11-14,South,Books,Online,Cash,6.0,29.06,0.0,50.0,3.5,174.36,2025-11,Friday,46-55
101122,2024-07-15,South,Books,In-Store,Debit Card,3.0,23.43,5.0,24.0,2.6,66.78,2024-07,Monday,18-25
102534,2025-08-08,North,Beauty,In-Store,Debit Card,1.0,21.25,0.0,69.0,3.0,21.25,2025-08,Friday,56-70
101742,2024-11-29,Central,Home & Kitchen,In-Store,Net Banking,9.0,110.52,10.0,53.0,2.2,895.21,2024-11,Friday,46-55
100386,2024-02-19,North,Books,Online,Cash,8.0,23.89,20.0,21.0,4.4,152.9,2024-02,Monday,18-25
102057,2025-06-23,Central,Beauty,Online,Net Banking,9.0,9.25,20.0,19.0,3.0,66.6,2025-06,Monday,18-25
101104,2024-08-11,North,Home & Kitchen,Online,Credit Card,3.0,41.35,15.0,61.0,5.0,105.44,2024-08,Sunday,56-70
101216,2025-01-05,East,Sports,In-Store,Upi,9.0,56.66,15.0,36.0,2.6,433.45,2025-01,Sunday,36-45
100877,2025-06-28,East,Sports,Online,Upi,5.0,56.26,0.0,50.0,2.4,281.3,2025-06,Saturday,46-55
100707,2025-02-22,East,Electronics,Online,Cash,8.0,157.29,5.0,48.0,4.4,1195.4,2025-02,Saturday,46-55
101051,2024-09-23,East,Sports,Online,Upi,8.0,84.42,10.0,18.0,3.1,607.82,2024-09,Monday,18-25
100666,2025-01-02,Central,Sports,In-Store,Credit Card,3.0,72.6,0.0,66.0,1.4,217.8,2025-01,Thursday,56-70
101803,2024-07-08,Central,Clothing,Online,Debit Card,7.0,39.66,0.0,49.0,1.4,277.62,2024-07,Monday,46-55
100638,2025-08-02,West,Beauty,In-Store,Credit Card,8.0,39.74,0.0,44.0,3.1,317.92,2025-08,Saturday,36-45
100773,2025-06-08,Central,Electronics,In-Store,Net Banking,6.0,258.635,0.0,18.0,3.0,1551.81,2025-06,Sunday,18-25
101898,2025-06-30,West,Sports,In-Store,Credit Card,6.0,49.47,5.0,18.0,1.7,281.98,2025-06,Monday,18-25
102946,2025-03-06,South,Home & Kitchen,Online,Cash,1.0,81.45,5.0,19.0,4.2,77.38,2025-03,Thursday,18-25
102101,2025-05-03,North,Clothing,Online,Credit Card,2.0,58.81,0.0,27.0,4.6,117.62,2025-05,Saturday,26-35
102565,2024-11-11,West,Home & Kitchen,Online,Credit Card,7.0,65.56,0.0,65.0,4.0,458.92,2024-11,Monday,56-70
101109,2024-02-02,South,Books,Online,Credit Card,4.0,31.52,15.0,52.0,3.1,107.17,2024-02,Friday,46-55
102832,2024-08-07,North,Sports,Online,Net Banking,7.0,67.19,0.0,32.0,2.6,470.33,2024-08,Wednesday,26-35
101812,2025-05-07,East,Sports,In-Store,Credit Card,5.0,80.39,25.0,65.0,3.8,301.46,2025-05,Wednesday,56-70
100110,2024-07-21,South,Electronics,Online,Debit Card,7.0,258.635,15.0,48.0,1.9,1538.88,2024-07,Sunday,46-55
100070,2025-08-04,South,Electronics,In-Store,Credit Card,11.0,174.3,15.0,56.0,1.2,1629.71,2025-08,Monday,56-70
102794,2024-02-20,West,Electronics,Online,Upi,8.0,196.57,0.0,44.0,4.6,1572.56,2024-02,Tuesday,36-45
101942,2025-10-01,North,Sports,In-Store,Cash,8.0,83.42,10.0,60.0,4.4,600.62,2025-10,Wednesday,56-70
100259,2025-03-05,Central,Clothing,Online,Cash,7.0,14.99,0.0,43.0,4.0,104.93,2025-03,Wednesday,36-45
101875,2024-03-29,East,Clothing,Online,Debit Card,3.0,36.28,25.0,60.0,1.8,81.63,2024-03,Friday,56-70
101966,2024-09-28,East,Beauty,Online,Credit Card,11.0,35.45,0.0,41.0,1.6,389.95,2024-09,Saturday,36-45
102598,2025-12-08,West,Sports,Online,Net Banking,6.0,87.95,0.0,45.0,3.1,527.7,2025-12,Monday,36-45
102883,2024-02-05,East,Sports,Online,Debit Card,6.0,81.46,0.0,53.0,3.5,488.76,2024-02,Monday,46-55
100034,2025-10-11,North,Beauty,In-Store,Credit Card,4.0,23.92,0.0,42.0,2.1,95.68,2025-10,Saturday,36-45
100921,2025-02-22,North,Electronics,In-Store,Net Banking,3.0,226.99,0.0,44.0,2.1,680.97,2025-02,Saturday,36-45
101261,2025-11-06,Central,Clothing,In-Store,Cash,3.0,42.8,5.0,44.0,4.5,121.98,2025-11,Thursday,36-45
102884,2024-09-16,Central,Books,Online,Credit Card,5.0,19.58,15.0,34.0,3.4,83.21,2024-09,Monday,26-35
101351,2024-10-13,East,Electronics,Online,Credit Card,6.0,208.71,0.0,34.0,1.1,1252.26,2024-10,Sunday,26-35
102223,2024-11-05,East,Books,In-Store,Debit Card,6.0,11.96,20.0,47.0,3.4,57.41,2024-11,Tuesday,46-55
102949,2025-01-14,North,Beauty,Online,Debit Card,2.0,49.78,0.0,22.0,4.2,99.56,2025-01,Tuesday,18-25
101686,2024-11-08,West,Books,Online,Net Banking,3.0,10.79,0.0,21.0,4.1,32.37,2024-11,Friday,18-25
100729,2025-04-25,West,Sports,Online,Cash,7.0,64.74,10.0,65.0,4.0,407.86,2025-04,Friday,56-70
100030,2024-11-25,South,Clothing,Online,Credit Card,6.0,24.4,25.0,69.0,3.7,109.8,2024-11,Monday,56-70
100742,2025-04-08,South,Sports,Online,Net Banking,10.0,43.38,0.0,44.0,1.8,433.8,2025-04,Tuesday,36-45
100318,2025-11-17,East,Home & Kitchen,Online,Debit Card,2.0,114.89,20.0,51.0,4.0,183.82,2025-11,Monday,46-55
101825,2025-10-21,Central,Clothing,Online,Net Banking,10.0,44.02,5.0,44.0,1.8,418.19,2025-10,Tuesday,36-45
100118,2024-06-28,North,Home & Kitchen,In-Store,Upi,2.0,85.38,10.0,66.0,4.3,153.68,2024-06,Friday,56-70
101809,2025-12-02,North,Sports,Online,Upi,7.0,71.23,15.0,46.0,4.0,423.82,2025-12,Tuesday,46-55
100694,2024-03-06,East,Electronics,Online,Debit Card,5.0,244.6,0.0,42.0,1.6,1223.0,2024-03,Wednesday,36-45
101622,2025-11-06,South,Beauty,Online,Upi,1.0,32.35,10.0,61.0,2.6,29.12,2025-11,Thursday,56-70
100802,2025-01-11,East,Sports,Online,Credit Card,6.0,93.69,25.0,52.0,2.4,421.6,2025-01,Saturday,46-55
101695,2025-05-13,South,Books,Online,Debit Card,1.0,19.32,0.0,34.0,2.2,19.32,2025-05,Tuesday,26-35
101010,2024-07-15,East,Sports,Online,Net Banking,4.0,47.78,10.0,24.0,1.2,172.01,2024-07,Monday,18-25
101776,2024-08-30,East,Home & Kitchen,Online,Cash,8.0,23.28,10.0,67.0,4.6,167.62,2024-08,Friday,56-70
100296,2025-09-13,East,Books,In-Store,Credit Card,4.0,19.12,5.0,69.0,4.7,72.66,2025-09,Saturday,56-70
100280,2024-07-20,North,Sports,In-Store,Cash,8.0,30.65,15.0,44.0,1.2,208.42,2024-07,Saturday,36-45
102943,2024-05-17,Central,Electronics,In-Store,Upi,3.0,211.74,25.0,19.0,2.6,476.42,2024-05,Friday,18-25
