userId,movieId,rating,timestamp
2,285,3.0,1689903592
2,55,1.5,1671275182
2,283,4.0,1630289135
2,125,1.0,1685623471
2,205,4.5,1631250794
2,78,2.5,1607045237
3,245,3.5,1663404979
3,102,2.0,1613494908
3,231,2.0,1618450513
3,240,3.5,1600695441
3,287,2.0,1673867070
3,80,3.5,1621198492
3,271,2.0,1654614193
3,267,2.0,1687629787
3,129,3.0,1663847325
3,282,2.5,1664082055
3,16,1.5,1687313825
3,89,1.5,1626770527
3,105,3.0,1638553376
3,117,1.5,1643106399
3,222,3.5,1638307798
3,286,3.0,1686690951
3,186,3.0,1607940667
3,45,2.0,1612007214
3,280,2.0,1687550053
3,298,3.0,1677058874
3,110,3.5,1631168067
3,114,2.5,1671826922
3,251,2.5,1605006085
3,57,3.0,1623496796
3,206,3.5,1656087572
3,228,2.5,1623593960
3,194,2.0,1604877451
3,120,3.5,1653283709
3,106,2.5,1666489301
3,159,3.0,1625006323
3,54,1.5,1638851599
3,173,3.0,1605028625
3,174,2.0,1601243818
3,41,3.5,1640049524
3,43,2.0,1676230551
3,87,2.0,1680904160
3,135,3.0,1614401654
3,2,2.5,1644968591
3,104,4.5,1638193218
3,82,2.0,1660981700
3,156,2.5,1686075494
3,268,4.5,1672920556
3,88,2.0,1670372842
3,58,2.0,1666291802
3,125,2.0,1618012011
3,176,1.5,1667674279
3,171,3.5,1662816684
3,27,3.0,1636619573
3,97,2.0,1625878707
3,91,1.0,1615119192
3,189,1.5,1644383668
3,29,4.0,1621809610
3,147,3.0,1661594457
3,248,3.5,1687011385
3,52,3.5,1634529507
3,81,2.0,1624991216
3,205,5.0,1601890348
3,71,4.0,1645246430
3,243,2.0,1639597485
3,158,1.0,1676206305
3,223,2.5,1625925669
3,200,3.0,1623554528
4,278,3.5,1669159799
4,28,4.0,1644013571
4,50,1.5,1611641746
4,77,2.5,1653798927
4,157,2.0,1689826000
4,221,3.0,1612802372
4,38,3.0,1624800912
4,121,2.0,1618872606
4,90,3.0,1664082804
4,6,2.5,1643433080
4,136,2.5,1633292316
4,187,1.5,1600916723
4,225,3.0,1635002007
4,179,3.5,1651482483
4,190,3.0,1631611127
4,160,2.5,1659959826
4,63,2.0,1635835371
4,118,2.0,1644241559
4,281,5.0,1640526484
4,110,4.5,1678176558
4,238,2.0,1676890296
4,65,2.5,1601534878
4,292,2.5,1635105069
4,155,4.0,1687735896
4,268,4.0,1648258264
4,260,3.5,1631715995
4,141,2.0,1608338186
4,91,2.5,1689628735
4,68,1.0,1615867870
4,52,2.5,1662464258
4,133,4.0,1641178850
4,276,2.5,1621436829
4,174,2.0,1654414096
4,213,3.5,1667447155
4,206,3.0,1641738753
4,1,2.0,1615759274
4,252,1.0,1685726382
4,253,2.0,1639599276
4,123,4.5,1649330907
4,283,4.0,1682493631
4,237,4.5,1629641883
4,116,1.5,1629410942
4,180,2.0,1617927298
4,296,3.0,1664180488
4,272,3.0,1620560218
4,245,3.0,1661066203
4,181,3.5,1681300905
4,231,3.0,1650147077
4,58,4.0,1655813853
4,176,4.0,1673717007
4,139,3.0,1663193474
4,273,3.5,1672144402
4,167,3.5,1689133246
4,66,4.5,1629314711
4,30,2.0,1633214247
4,204,3.0,1679968863
4,125,2.5,1610988446
4,142,3.0,1670532309
4,244,2.0,1659961498
4,261,3.0,1670890196
4,191,4.0,1648557943
4,184,3.0,1610482769
4,199,3.5,1675721444
4,207,2.5,1615060409
4,156,3.5,1608289024
4,13,1.5,1673504237
4,265,2.5,1667845324
4,220,3.5,1627133023
4,254,4.0,1676866717
4,84,1.5,1672029307
4,183,4.0,1620112846
4,159,3.0,1622083803
4,43,3.0,1644039203
4,214,3.0,1669839059
5,78,1.5,1678268756
5,10,2.5,1665609379
5,200,1.0,1612205980
5,69,3.0,1668501420
5,68,2.5,1659791674
5,16,4.5,1607467311
5,98,4.0,1660858653
5,38,1.5,1617709269
5,89,2.0,1668886959
5,279,4.0,1655757342
5,171,4.0,1661310453
5,252,3.5,1675686878
5,65,3.5,1607749299
5,105,2.5,1675000490
5,170,4.0,1662059365
5,292,3.5,1641361818
5,223,2.5,1602921981
5,48,3.0,1653143336
5,205,3.0,1634152669
5,67,2.0,1600404729
5,154,2.5,1629246218
5,132,2.0,1677619624
5,66,2.5,1609801857
5,284,2.0,1606078694
5,249,2.5,1656867700
5,113,3.0,1646241881
5,182,2.0,1608557710
5,275,2.5,1672633735
5,5,2.5,1608087373
5,52,3.0,1609263592
5,218,2.5,1663360324
5,43,3.5,1604259382
5,112,1.0,1638532662
5,23,5.0,1654877191
5,30,2.0,1624156684
5,128,4.0,1618176954
5,267,2.5,1686104027
5,191,3.0,1686688655
5,81,3.0,1656420024
5,155,2.0,1650259293
5,57,3.5,1651335545
5,256,2.5,1660201634
5,40,3.0,1650666702
5,149,2.0,1650418290
5,250,3.5,1610770971
5,198,4.0,1688824290
6,116,2.5,1623954324
6,155,3.5,1672109613
6,230,3.5,1652755436
6,297,3.5,1670980044
6,264,3.5,1617092236
6,33,3.0,1629888974
6,152,2.0,1600466177
6,181,4.5,1603051483
6,86,2.5,1640045602
6,114,3.0,1662143331
6,279,4.0,1673074216
6,29,2.0,1656925500
6,283,3.5,1671394920
6,240,2.5,1650905625
6,292,3.5,1630824989
6,238,3.0,1633220503
6,135,2.5,1661824078
6,241,3.5,1646460773
6,214,3.5,1620820038
6,183,3.0,1636997080
6,205,2.5,1625297417
6,66,2.5,1615145751
6,4,1.5,1604324134
6,14,3.5,1688610233
6,179,2.0,1656269520
6,134,3.5,1682533595
6,81,3.5,1602099943
6,290,3.0,1632301683
6,260,2.5,1627659807
6,38,3.0,1609031632
6,96,2.5,1613542127
6,127,1.0,1679717834
6,200,2.5,1604506531
6,149,2.5,1659920305
6,131,1.5,1680233330
7,158,3.0,1605937353
7,198,2.5,1653991141
7,242,1.5,1658916591
7,174,3.5,1631452485
7,72,2.5,1672445335
7,271,5.0,1629161379
7,24,3.5,1607575790
7,142,2.5,1618808678
7,93,2.5,1667631755
7,128,2.5,1638824283
7,297,2.5,1631428626
7,41,5.0,1677324220
7,163,3.0,1642802529
7,45,2.5,1677507357
7,57,2.5,1680251151
7,102,3.5,1643038943
7,76,1.5,1631796721
7,6,3.0,1640502136
7,66,2.0,1619228089
7,54,3.0,1688612211
7,121,3.0,1669961132
7,20,1.0,1629667854
7,255,4.0,1655507111
7,251,4.0,1640332555
7,67,2.0,1636930534
7,261,3.0,1608181595
7,200,1.5,1674721440
7,140,3.0,1679412216
7,33,3.5,1623505978
7,31,3.0,1684019376
7,275,2.0,1657337891
7,223,2.5,1674605013
7,134,4.5,1666521096
7,9,4.0,1606292676
7,146,2.5,1646226575
7,282,4.5,1686344420
7,225,1.5,1651157708
7,175,3.0,1670392240
7,90,4.0,1642779814
7,204,4.0,1655878146
7,238,3.0,1654795619
7,284,2.0,1620027648
7,115,1.5,1640250352
7,185,1.5,1650527631
7,35,1.0,1624679818
7,222,3.0,1672199509
7,4,2.5,1663554620
7,162,4.0,1632342202
7,161,3.5,1630245233
7,283,3.5,1640364158
7,70,3.5,1619374563
8,10,2.0,1655902739
8,56,2.5,1674797762
8,166,2.5,1671134297
8,244,3.5,1617997624
8,141,2.5,1652132722
8,214,3.5,1632595918
8,291,3.5,1634224936
8,54,2.5,1627291394
8,29,4.0,1644327148
8,37,2.0,1686799390
8,146,4.0,1610612653
8,45,3.0,1660369365
8,64,2.5,1649805178
8,202,2.5,1612410307
8,67,4.0,1671891784
8,145,4.5,1625566010
8,273,4.5,1606917129
8,225,3.0,1636032304
8,193,1.5,1650622628
8,105,2.5,1681197624
8,194,1.0,1680922827
8,173,3.0,1605307982
8,24,3.0,1609768947
8,176,2.0,1625254849
8,294,2.0,1678864147
8,108,2.5,1675007641
8,151,1.5,1629127464
8,53,2.5,1664343201
8,224,3.5,1628036618
8,204,2.5,1644689713
8,91,2.0,1640693207
8,237,1.0,1602058055
8,300,3.5,1628428357
8,197,2.0,1625504548
8,256,5.0,1615745913
8,156,3.5,1664279671
8,282,4.0,1632560305
8,240,2.0,1681121400
8,263,4.0,1627449289
8,83,3.5,1653235053
8,39,2.0,1632122457
8,77,2.5,1674098828
8,129,2.0,1643166435
8,274,3.0,1637991562
8,210,2.5,1651091554
8,126,4.0,1662579077
8,124,3.0,1671625307
8,90,2.0,1687069904
8,235,2.5,1648219001
8,247,2.5,1641395738
8,96,3.5,1635106207
8,15,4.0,1648270683
8,75,3.0,1668829070
8,172,3.5,1666743428
8,231,3.0,1662546007
8,253,3.0,1613234972
8,219,4.0,1663013937
8,209,2.0,1642980983
8,286,2.5,1627263310
8,158,1.0,1649755172
8,207,3.5,1641999682
8,136,2.5,1655556767
8,223,3.0,1606135823
8,18,3.0,1675500790
8,78,2.5,1629698906
8,183,1.5,1619585415
8,149,1.5,1602176998
8,157,1.0,1635000508
8,52,2.0,1674264220
8,35,4.5,1678387434
8,283,2.5,1677731247
8,62,1.0,1656046380
9,203,3.5,1630872577
9,288,3.0,1650981231
9,16,2.5,1676475853
9,58,3.5,1632981324
9,238,3.5,1667015110
9,97,3.5,1673905989
9,294,2.0,1687859993
9,145,3.5,1645307111
9,224,3.5,1634537812
9,102,4.0,1665581613
9,165,2.5,1686126771
9,138,2.5,1665846624
9,9,2.0,1661851421
9,266,3.0,1622579937
9,74,4.0,1647268285
9,157,3.0,1622718459
9,129,3.0,1618784915
9,197,5.0,1673356206
9,159,2.5,1665540707
9,199,2.0,1624702473
9,209,2.5,1672764376
9,14,3.5,1686142207
9,269,4.0,1607882882
9,115,1.0,1670322629
9,80,3.5,1604539747
9,230,5.0,1609976458
9,204,2.0,1689686372
9,25,4.0,1606511491
9,223,3.0,1600856822
9,110,3.0,1655350347
9,299,1.5,1618453800
9,242,2.5,1684651342
9,70,3.5,1631062464
9,33,3.5,1609122502
9,179,3.0,1620270856
9,228,2.5,1601226946
9,85,1.5,1629356057
9,214,2.0,1667878323
9,128,2.0,1661204580
9,60,2.0,1650090149
9,247,2.5,1608113477
9,185,2.5,1682924441
9,52,2.5,1685594482
9,170,3.5,1689490304
9,20,3.0,1682747827
9,123,1.5,1664854563
9,140,2.0,1688487646
9,66,5.0,1665478707
9,217,3.0,1602111482
9,212,3.0,1600887495
9,246,4.5,1671432350
9,200,3.5,1674040345
9,264,5.0,1655208920
9,130,3.5,1601590610
9,61,1.0,1602244945
9,234,5.0,1671057233
9,258,3.0,1636875077
9,89,2.0,1671905550
9,279,3.0,1638478684
9,95,2.0,1602300840
9,54,2.0,1667406294
9,36,4.0,1657790557
10,34,3.0,1670381817
10,273,3.5,1619984682
10,221,3.0,1632342289
10,123,3.0,1625760684
10,266,3.5,1683185576
10,261,1.0,1670659726
10,63,2.0,1633878996
10,86,3.0,1647572279
10,1,3.5,1635879718
10,181,2.5,1653270536
10,283,2.0,1610605783
10,93,2.0,1650070135
10,237,3.5,1654496076
10,148,2.5,1661605634
10,20,2.5,1675833309
10,216,3.0,1632642810
10,40,1.0,1630314047
10,244,5.0,1640261914
10,67,2.0,1610820219
10,85,3.0,1687742922
10,178,1.0,1687227356
10,254,2.5,1604252622
10,207,3.5,1612549425
10,39,1.0,1654395532
10,78,3.5,1650903955
10,245,2.5,1650622842
10,293,3.0,1674182331
10,115,4.0,1663888323
10,238,4.0,1607531619
10,76,2.0,1685462880
10,263,2.5,1601268380
10,19,2.5,1623002714
11,161,1.5,1686557984
11,108,3.5,1644462389
11,198,2.5,1675947990
11,60,2.0,1612799248
11,157,4.0,1670888325
11,253,2.5,1605711200
11,178,3.0,1630838737
11,129,2.5,1628375916
11,130,3.0,1676072480
11,211,2.0,1663820568
11,79,3.5,1636385762
11,269,3.0,1606249441
11,11,3.0,1609978827
11,158,1.5,1637631028
11,106,4.0,1672884346
11,292,2.5,1675633013
11,291,3.0,1688329927
11,274,2.5,1604416002
11,45,3.0,1624072553
11,172,3.0,1642209421
11,37,1.0,1602101593
11,152,3.0,1627804291
11,21,4.0,1678790652
11,42,3.0,1619353063
11,156,2.0,1653458386
11,214,3.0,1610326375
11,233,3.5,1640168264
11,280,3.0,1621803703
11,236,2.5,1675693188
11,277,2.5,1632275631
11,107,2.5,1676060638
11,205,3.0,1652231715
11,273,1.5,1672553061
11,55,2.5,1644524025
11,177,5.0,1651518966
11,264,4.0,1618783850
11,160,1.5,1610526386
11,119,1.5,1667215278
11,285,3.5,1646420476
11,159,4.0,1607207013
11,71,1.0,1613111164
11,142,2.5,1658664992
11,110,2.0,1631157840
11,35,3.5,1610202996
11,230,1.5,1645713584
11,34,2.5,1681224373
11,203,2.5,1682391596
11,165,4.5,1679941241
11,77,4.0,1653244581
11,98,2.0,1643805532
11,193,3.5,1603976288
11,297,2.5,1685110541
11,173,3.5,1636685332
11,90,2.5,1660471823
11,171,3.5,1665847681
11,26,3.0,1630620216
11,18,5.0,1647756170
11,252,2.5,1674227466
11,281,3.0,1650388958
11,93,2.0,1657961650
11,125,2.5,1624929311
11,145,1.0,1678634827
11,238,3.0,1688673882
11,258,4.5,1651012496
11,225,3.0,1611501669
11,105,1.5,1683029219
11,186,3.0,1639645162
11,8,1.0,1633077929
11,94,3.5,1609865900
11,163,2.5,1611010955
11,270,2.5,1635966597
11,29,2.5,1620699187
11,176,4.0,1651002735
11,92,2.5,1685080736
11,247,3.0,1620706693
12,132,5.0,1612283664
12,114,4.0,1600697290
12,269,2.5,1641374957
12,24,4.0,1659691437
12,182,2.0,1648307308
12,257,3.0,1636207439
12,50,2.5,1613721268
12,34,3.0,1617784789
12,288,3.5,1611716836
12,215,3.0,1625151299
12,41,4.5,1657845091
12,101,2.5,1660242778
12,14,2.5,1674757265
12,105,1.0,1674455942
12,217,3.0,1668778646
12,262,3.5,1654766762
12,154,3.5,1613863742
12,251,2.5,1603524813
12,276,2.5,1612028437
12,5,2.5,1647501571
12,133,2.0,1674386123
12,84,3.0,1612490873
12,255,3.0,1680117857
12,37,3.0,1680268079
12,102,2.5,1643544301
12,189,2.5,1651705758
12,275,3.5,1601656329
12,106,2.5,1639171088
12,286,4.0,1655540647
12,250,1.5,1652049575
12,186,1.5,1611368176
12,121,3.0,1675099723
12,27,3.0,1632580349
13,35,2.0,1622750139
13,247,2.0,1618634797
13,33,3.0,1636093692
13,23,2.5,1640417154
13,172,1.0,1636024950
13,135,1.0,1666185975
13,227,2.0,1619587040
13,129,3.0,1608491573
13,83,1.0,1622442197
13,103,2.0,1658341261
13,262,2.0,1637038975
13,67,3.5,1656519399
13,1,2.5,1640232066
13,2,3.0,1664992426
13,140,3.5,1610324210
13,91,1.0,1648469365
13,261,3.0,1633782566
13,234,3.5,1633096758
13,277,3.0,1683890601
13,272,5.0,1666545476
13,249,1.0,1679699345
13,21,4.0,1682767884
13,282,2.5,1626246038
13,285,3.0,1661453148
13,5,2.5,1614357588
13,78,2.5,1618185096
13,252,2.0,1640890504
13,27,4.0,1600908300
13,54,1.5,1653108878
13,121,3.0,1644589439
13,41,3.0,1683240786
13,297,2.5,1650987966
13,190,2.0,1644230340
13,298,3.5,1659085720
13,264,3.0,1644927535
13,286,4.0,1657796330
13,256,2.0,1687380687
13,100,3.0,1679778067
13,70,3.0,1618270317
13,212,4.0,1640323741
13,226,2.5,1643038948
13,123,3.0,1680961645
13,3,2.5,1626957830
13,30,4.5,1664291599
13,180,2.0,1642168966
13,47,4.0,1623842070
13,235,2.5,1653450811
13,85,2.5,1642833932
13,175,2.5,1639117508
13,25,3.5,1684946730
13,195,2.5,1665901885
13,68,3.0,1677293208
13,244,4.0,1632537638
13,165,3.5,1643739710
13,278,4.0,1650473288
13,141,3.0,1637621248
13,107,3.0,1652738860
13,132,3.5,1648991556
13,300,4.0,1615285764
13,6,4.0,1675678734
13,164,3.0,1626816708
13,146,2.5,1679487366
13,296,2.0,1673233096
13,220,3.0,1624149421
13,115,3.5,1673833059
13,281,3.0,1603612618
13,254,5.0,1661957885
13,154,2.5,1628138531
14,224,3.0,1654914054
14,204,2.5,1667015343
14,210,2.5,1618680305
14,153,3.0,1685004924
14,259,1.0,1640645509
14,21,3.5,1632483531
14,229,2.5,1633914361
14,171,2.5,1688404247
14,222,2.5,1620688754
14,272,2.5,1656791272
14,228,2.0,1650598851
14,258,4.0,1609927432
14,34,2.5,1660272714
14,7,3.0,1680253323
14,84,4.5,1664321792
14,154,2.0,1678147469
14,223,3.0,1653795149
14,285,2.5,1671721578
14,263,4.0,1667996397
14,218,1.0,1656143368
14,159,2.5,1672966824
14,126,3.0,1604934536
14,130,4.0,1648255231
14,219,3.0,1672062301
14,121,2.0,1679701163
14,46,2.0,1685655118
14,85,2.5,1611406082
14,53,2.0,1614679315
15,233,2.5,1622325574
15,250,2.0,1686838849
15,52,3.5,1682232236
15,153,4.5,1605945401
15,132,3.0,1675594147
15,204,2.0,1686574622
15,249,1.5,1686804457
15,207,3.0,1653635785
15,274,3.5,1644506155
15,104,3.0,1657774765
15,134,2.5,1614219637
15,264,2.0,1601415698
15,51,1.5,1613234748
15,93,3.5,1634727276
15,72,4.0,1629796480
15,186,1.5,1668541804
15,193,4.0,1669631857
15,112,3.0,1674892608
15,196,3.5,1677915846
15,198,1.5,1677206788
15,7,1.5,1629666377
15,263,2.5,1659831384
15,91,3.0,1650213478
15,291,4.0,1652497139
15,37,3.0,1662151291
15,192,2.5,1678999206
15,200,2.0,1667171380
15,74,3.5,1620232642
15,286,2.0,1646300738
15,191,4.0,1603296743
15,178,3.5,1664796438
15,79,4.0,1614032377
15,114,3.0,1639652241
15,109,2.5,1655831276
15,63,2.0,1611523236
15,6,2.5,1615578562
15,117,3.0,1619015320
15,48,2.5,1646751880
15,2,2.0,1641861213
15,219,2.5,1646045630
15,168,2.5,1661113711
15,145,1.0,1627765262
15,3,3.0,1669942848
15,244,2.0,1664817230
15,97,1.5,1646748074
15,99,1.5,1663909453
15,26,1.0,1613102741
15,102,1.5,1658809636
15,53,2.0,1660726434
15,252,4.0,1642803305
15,223,2.0,1609015987
15,150,3.5,1640300763
15,11,4.0,1605997257
15,156,2.5,1615446483
15,282,2.5,1603031322
15,82,1.5,1646047142
15,212,4.0,1686969050
15,1,4.0,1614678410
15,55,1.5,1622059232
15,8,2.5,1632737441
15,197,2.5,1669255529
15,127,2.0,1623414716
15,149,3.0,1674076145
15,136,2.0,1621493051
15,188,5.0,1644424679
16,183,3.5,1684524999
16,4,4.0,1624756698
16,293,4.0,1625016429
16,107,3.0,1685963619
16,138,4.0,1688222374
16,263,3.0,1658000104
16,192,3.5,1653094168
16,226,2.5,1603918120
16,285,5.0,1682424037
16,232,2.5,1626484437
16,205,3.0,1660340936
16,259,5.0,1679484162
16,7,2.5,1657653606
16,225,1.0,1652188655
16,5,3.5,1600597274
16,218,3.5,1628829445
16,211,3.5,1627619925
16,58,3.5,1637358810
16,252,2.0,1608397164
16,41,2.5,1677490324
16,99,2.5,1613656928
16,214,3.0,1672060023
16,201,2.5,1625093324
16,52,3.5,1649095909
16,100,5.0,1643752954
16,295,4.0,1626450861
16,139,1.5,1661411378
16,106,3.5,1615294777
16,284,3.5,1635212476
16,72,4.0,1665697427
16,36,2.5,1670828710
16,91,3.5,1685779702
16,21,3.0,1642064387
16,231,4.0,1680124068
16,195,3.0,1652162278
16,88,2.5,1682048427
16,217,4.0,1652686364
16,274,2.0,1678786439
16,79,2.0,1615331969
16,130,2.0,1646697654
16,133,2.0,1647242616
16,221,5.0,1661453007
16,151,1.0,1682861016
16,40,1.5,1623156250
16,163,5.0,1639922369
16,34,3.0,1682474715
16,73,3.0,1679211057
16,143,1.5,1611375216
16,37,3.5,1617978165
16,49,3.0,1642035079
16,114,1.5,1615819123
16,115,3.5,1632020689
16,287,4.5,1640987410
16,61,2.5,1615696616
16,230,4.5,1624567819
16,64,5.0,1650104292
16,248,3.0,1618972822
16,116,4.0,1668561753
16,103,3.0,1652138657
16,54,3.0,1656135102
16,109,2.5,1680050918
16,129,2.5,1618504235
16,141,3.0,1677149161
16,245,2.0,1651500679
16,236,2.5,1656779304
16,241,3.5,1624931439
16,65,3.5,1665319770
16,262,2.5,1685295586
16,81,3.0,1672125824
16,14,3.0,1686605343
16,105,4.0,1623251181
17,25,3.5,1625111946
17,260,4.0,1642222214
17,201,3.0,1660532325
17,180,3.5,1683135800
17,11,4.5,1607195581
17,5,1.5,1648189421
17,92,2.0,1601286267
17,31,4.5,1665043108
17,68,3.5,1618325379
17,44,2.5,1626189702
17,252,2.0,1651532114
17,139,3.0,1675374270
17,275,2.0,1667838742
17,102,1.5,1687653539
17,45,3.0,1666433728
17,207,3.5,1654913082
17,229,2.5,1665998330
17,118,3.5,1655784972
17,150,2.5,1659572772
17,160,3.5,1665592138
17,237,3.5,1622448383
17,52,2.5,1611095863
17,202,5.0,1675886408
17,19,2.5,1604142053
17,243,2.0,1629598969
17,12,3.0,1639203644
17,147,4.5,1604388260
17,74,3.5,1636890134
17,88,2.0,1630177972
17,132,4.0,1672156607
17,226,2.0,1638744673
17,213,3.0,1622576626
17,235,4.5,1661380637
17,53,3.0,1675920319
17,77,3.0,1666479831
17,107,2.0,1673782999
17,255,3.5,1668559218
18,296,3.5,1635955440
18,106,1.5,1672894477
18,136,3.0,1649239353
18,70,3.5,1672751830
18,39,4.0,1605584869
18,38,2.5,1659239219
18,273,5.0,1673330295
18,111,1.0,1629332201
18,133,3.0,1657063296
18,252,1.5,1613746101
18,262,3.5,1687734330
18,254,2.0,1633223132
18,165,3.0,1639957816
18,182,2.5,1604325890
18,235,2.0,1660362053
18,4,2.0,1635274462
18,250,4.0,1646785209
18,150,3.0,1611674661
18,274,1.0,1658930964
18,205,3.0,1615755285
18,86,3.5,1631802361
18,95,2.5,1628169370
18,220,3.5,1678909809
18,247,3.5,1647060874
18,249,3.0,1681907952
18,143,2.5,1684929036
18,102,2.0,1657467610
18,198,4.0,1622277675
18,31,3.5,1682698414
18,91,3.5,1618687800
18,113,3.5,1627732020
18,175,2.5,1627775381
18,255,4.0,1607966873
18,194,5.0,1676514083
19,128,3.0,1622599227
19,174,2.5,1643440052
19,190,3.0,1639276764
19,152,2.5,1638833650
19,183,3.5,1676871268
19,8,2.5,1635882178
19,66,1.5,1669043610
19,60,3.5,1612780905
19,6,3.0,1618198434
19,206,3.0,1655243509
19,86,1.0,1607957216
19,162,3.5,1637221734
19,137,2.0,1688032908
19,287,3.5,1617030641
19,133,4.0,1617809465
19,249,3.5,1633511112
19,242,2.5,1619628462
19,198,2.5,1643231088
19,237,4.0,1633226234
19,281,3.5,1652707402
19,138,3.5,1665694038
19,245,2.5,1619081953
19,192,1.0,1677500742
19,119,3.0,1684879557
19,120,2.5,1636066605
19,92,3.0,1684263610
19,150,3.5,1655596350
19,253,3.5,1650354777
19,167,4.5,1660665302
19,269,2.0,1610135622
19,296,2.5,1685044078
19,14,2.0,1612494970
19,118,3.5,1654069715
19,193,4.0,1669204468
19,252,2.5,1637342819
19,290,1.5,1649535894
19,176,2.0,1661028216
19,131,4.5,1665504221
19,235,3.0,1643928023
19,201,3.0,1678108751
19,37,2.5,1600331931
19,211,3.0,1612501261
19,113,4.0,1661532017
19,47,4.0,1685206855
19,122,2.5,1689139874
19,20,5.0,1648079840
19,196,4.0,1608500100
19,70,2.0,1671729237
19,115,3.0,1653380520
19,256,4.0,1629236638
19,215,3.5,1657665720
19,21,2.0,1628434222
19,189,3.5,1666399516
19,149,2.0,1636042404
19,142,2.5,1643334226
19,107,3.0,1638063218
19,81,3.0,1645332729
19,277,3.0,1673458776
19,274,4.0,1677568940
19,231,2.5,1617528063
19,124,2.5,1675986307
19,185,4.0,1665140950
19,166,2.5,1646135950
19,268,4.5,1606497381
19,299,2.0,1606166355
19,27,3.0,1613364695
19,205,2.0,1684044392
19,240,2.0,1661684020
19,102,2.5,1602185246
19,55,2.0,1616674831
19,117,2.0,1621204188
19,134,4.5,1659228397
19,48,3.5,1661272827
19,191,3.0,1600090721
19,31,2.0,1657418250
19,221,4.0,1627154689
19,217,3.0,1617705074
19,187,2.5,1687241147
19,145,1.5,1640515702
19,207,3.5,1621337593
19,59,3.0,1636778269
19,155,2.0,1612527880
19,111,3.5,1687857309
19,22,3.0,1648376818
19,250,2.0,1633606680
19,38,3.0,1611062296
19,62,3.0,1649908025
19,49,4.5,1689188862
20,163,4.5,1631426254
20,175,2.0,1657610401
20,268,2.0,1687977738
20,299,2.5,1612240547
20,209,3.5,1612775337
20,280,3.0,1600145801
20,63,2.5,1628644905
20,23,4.5,1663995913
20,263,3.0,1610460758
20,105,3.0,1617810664
20,96,4.5,1679682313
20,76,4.0,1630358823
20,260,3.0,1669718627
20,30,3.5,1659735865
20,207,3.5,1601246473
20,100,2.5,1601082139
20,284,3.0,1646113741
20,32,4.0,1616185823
20,83,3.5,1656682016
20,238,2.0,1617740248
20,8,2.5,1664115841
20,221,2.5,1609506414
20,244,3.5,1630728728
20,197,2.0,1651414775
20,142,4.5,1611989814
